Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement,RNA_flow_per_100000
9/7/2020,30018,Meijel,188600,373400,5768PC,VR23,Limburg-Noord,1,,TRUE,8.39494E+11
9/7/2020,30024,Roermond,197034,359054,6041AH,VR23,Limburg-Noord,1,,TRUE,9.6662E+11
9/7/2020,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,,TRUE,1.01531E+12
9/7/2020,25019,Chaam,117900,391600,4861TA,VR20,Midden- en West-Brabant,1,,TRUE,1.15896E+12
9/7/2020,30003,Limmel,177400,320200,6222NL,VR24,Limburg-Zuid,1,,TRUE,1.35191E+12
9/7/2020,1029,Leek,220680,574356,9351NS,VR01,Groningen,1,,TRUE,1.46324E+12
9/7/2020,12026,Oosthuizen,128400,510300,1474HM,VR11,Zaanstreek-Waterland,1,,TRUE,1.49184E+12
9/7/2020,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,,TRUE,1.55861E+12
9/7/2020,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,,TRUE,2.11191E+12
9/7/2020,9038,Gendt,193433,431657,6691MN,VR07,Gelderland-Midden,1,,TRUE,2.20651E+12
9/7/2020,12013,Geestmerambacht,111056,523200,1749CL,VR10,Noord-Holland-Noord,1,,TRUE,2.24085E+12
9/7/2020,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,,TRUE,2.73896E+12
9/7/2020,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,,TRUE,2.91408E+12
9/7/2020,17056,Oude Tonge,71500,411300,3255LV,VR17,Rotterdam-Rijnmond,1,,TRUE,3.04849E+12
9/7/2020,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,,TRUE,4.19466E+12
9/7/2020,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",,TRUE,5.33774E+12
9/7/2020,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",,TRUE,5.33774E+12
9/7/2020,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",,TRUE,5.33774E+12
9/7/2020,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,,TRUE,5.49761E+12
9/7/2020,25003,Waalwijk,133200,413700,5145PX,VR20,Midden- en West-Brabant,1,,TRUE,5.72419E+12
9/7/2020,13023,Noordwijk,90748,470767,2201AH,VR16,Hollands-Midden,1,,TRUE,6.08098E+12
9/7/2020,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,,TRUE,6.53445E+12
9/7/2020,1032,Marum,213502,574380,9363TG,VR01,Groningen,1,,TRUE,6.88162E+12
9/7/2020,16010,Kralingseveer,96837,435900,2909LM,VR17,Rotterdam-Rijnmond,1,,TRUE,7.92327E+12
9/7/2020,16009,Kortenoord,103000,442900,2911BS,VR16,Hollands-Midden,"0,777027027",,TRUE,7.99559E+12
9/7/2020,16009,Kortenoord,103000,442900,2911BS,VR17,Rotterdam-Rijnmond,"0,222972973",,TRUE,7.99559E+12
9/7/2020,13004,Heemstede,103942,484268,2102LS,VR12,Kennemerland,1,,TRUE,1.11068E+13
9/7/2020,25026,Baarle-Nassau,121073,384500,5113TC,VR20,Midden- en West-Brabant,1,,TRUE,1.11229E+13
9/7/2020,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,,TRUE,1.27113E+13
9/7/2020,10024,Montfoort,124219,450515,3417XK,VR09,Utrecht,1,,TRUE,1.37056E+13
9/7/2020,10012,De Meern,128630,455740,3454HE,VR09,Utrecht,1,,TRUE,1.39828E+13
9/7/2020,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",,TRUE,1.44502E+13
9/7/2020,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",,TRUE,1.44502E+13
9/7/2020,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",,TRUE,1.61904E+13
9/7/2020,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",,TRUE,1.61904E+13
9/7/2020,31005,Westpoort,115200,491871,1045AR,VR13,Amsterdam-Amstelland,1,,TRUE,1.59338E+13
9/7/2020,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",,TRUE,1.78292E+13
9/7/2020,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",,TRUE,1.78292E+13
9/7/2020,10035,Rhenen,164900,442800,3911TZ,VR09,Utrecht,1,,TRUE,2.19834E+13
9/7/2020,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,,TRUE,2.91365E+13
9/8/2020,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,,TRUE,0
9/8/2020,2025,Akkrum,185000,562100,8491EK,VR02,Friesland,1,,TRUE,0
9/8/2020,2020,Ameland,177292,606470,9162ED,VR02,Friesland,1,,TRUE,0
9/8/2020,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,,TRUE,0
9/8/2020,2029,Birdaard,188000,590300,9111HR,VR02,Friesland,1,,TRUE,0
9/8/2020,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",,TRUE,0
9/8/2020,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",,TRUE,0
9/8/2020,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,,TRUE,0
9/8/2020,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,76429746",,TRUE,0
9/8/2020,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,23570254",,TRUE,0
9/8/2020,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,,TRUE,0
9/8/2020,2036,Grouw,183910,567340,9001ZD,VR02,Friesland,1,,TRUE,0
9/8/2020,2019,Kootstertille,203700,582200,9288XA,VR02,Friesland,1,,TRUE,0
9/8/2020,3014,Meppel,209500,525000,7942HZ,VR03,Drenthe,"0,724734678",,TRUE,0
9/8/2020,3014,Meppel,209500,525000,7942HZ,VR04,IJsselland,"0,275265322",,TRUE,0
9/8/2020,2002,Oosterwolde,214900,556300,8431VV,VR02,Friesland,1,,TRUE,0
9/8/2020,30013,Rimburg,204500,325700,6374LS,VR24,Limburg-Zuid,1,,TRUE,0
9/8/2020,2041,Schiermonnikoog,208491,610210,9166SL,VR02,Friesland,1,,TRUE,0
9/8/2020,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,,TRUE,0
9/8/2020,2026,Terschelling,145100,598000,8881HC,VR02,Friesland,1,,TRUE,0
9/8/2020,2040,Vlieland,134800,590200,8899BB,VR02,Friesland,1,,TRUE,0
9/8/2020,2037,Warns,155244,544925,8722HN,VR02,Friesland,1,,TRUE,0
9/8/2020,30019,Wijlre,190800,315300,6321AM,VR24,Limburg-Zuid,1,,TRUE,0
9/8/2020,2016,Wolvega,195559,544588,8471AC,VR02,Friesland,1,,TRUE,0
9/8/2020,13039,Gouda,108721,446220,2808ND,VR16,Hollands-Midden,1,,TRUE,0
9/8/2020,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,,TRUE,0
9/8/2020,9043,Lienden,165015,440964,4033CS,VR08,Gelderland-Zuid,1,,TRUE,0
9/8/2020,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,,TRUE,0
9/8/2020,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",,TRUE,0
9/8/2020,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",,TRUE,0
9/8/2020,13003,Velsen,105573,497099,1981LE,VR12,Kennemerland,1,,TRUE,0
9/8/2020,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,,TRUE,0
9/8/2020,30015,Hoensbroek,192119,324888,6433PA,VR24,Limburg-Zuid,1,,TRUE,0
9/8/2020,2013,Burgum,196200,577800,9262ND,VR02,Friesland,1,,TRUE,6.67127E+11
9/8/2020,30014,Kerkrade,201600,321700,6468XV,VR24,Limburg-Zuid,1,,TRUE,7.32689E+11
9/8/2020,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,,TRUE,9.03179E+11
9/8/2020,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,,TRUE,1.02189E+12
9/8/2020,9034,Eck En Wiel,159565,442798,4024BV,VR08,Gelderland-Zuid,1,,TRUE,1.10029E+12
9/8/2020,14003,Leidsche Rijn,131118,458344,3543AH,VR09,Utrecht,1,,TRUE,1.85767E+12
9/8/2020,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,,TRUE,1.9703E+12
9/8/2020,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,,TRUE,2.14006E+12
9/8/2020,2031,Heerenveen,189100,553800,8447GC,VR02,Friesland,1,,TRUE,2.16566E+12
9/8/2020,1045,Veendam,256430,569700,9644XW,VR01,Groningen,1,,TRUE,2.18424E+12
9/8/2020,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,,TRUE,2.35632E+12
9/8/2020,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,,TRUE,2.54415E+12
9/8/2020,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,,TRUE,2.96703E+12
9/8/2020,2028,Dokkum,197210,593150,9101WZ,VR02,Friesland,1,,TRUE,3.1457E+12
9/8/2020,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,,TRUE,3.34013E+12
9/8/2020,17043,Strijen,98000,417700,3291TN,VR18,Zuid-Holland-Zuid,1,,TRUE,3.98984E+12
9/8/2020,17041,Hellevoetsluis,71521,428945,3225LN,VR17,Rotterdam-Rijnmond,"0,967940027",,TRUE,4.32989E+12
9/8/2020,17041,Hellevoetsluis,71521,428945,3225LN,VR18,Zuid-Holland-Zuid,"0,032059973",,TRUE,4.32989E+12
9/8/2020,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,,TRUE,4.39365E+12
9/8/2020,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,,TRUE,4.44847E+12
9/8/2020,27003,Eindhoven,163244,385678,5631AG,VR22,Brabant-Zuidoost,1,,TRUE,4.6155E+12
9/8/2020,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,,TRUE,4.9595E+12
9/8/2020,2030,Workum,159300,553900,8711JH,VR02,Friesland,1,,TRUE,4.97884E+12
9/8/2020,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,,TRUE,5.38134E+12
9/8/2020,2027,Lemmer,176200,541600,8531ZX,VR02,Friesland,1,,TRUE,5.79101E+12
9/8/2020,17029,Vianen,135182,445641,4131KA,VR09,Utrecht,1,,TRUE,5.80325E+12
9/8/2020,17045,Oud-Beijerland,88992,427000,3261LK,VR18,Zuid-Holland-Zuid,1,,TRUE,5.90898E+12
9/8/2020,2024,Sloten,172000,546200,8556XC,VR02,Friesland,1,,TRUE,6.01387E+12
9/8/2020,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,,TRUE,6.04213E+12
9/8/2020,2017,Sint Annaparochie,171800,587500,9079MK,VR02,Friesland,1,,TRUE,6.51884E+12
9/8/2020,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,,TRUE,7.01788E+12
9/8/2020,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",,TRUE,1.16332E+13
9/8/2020,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",,TRUE,1.16332E+13
9/8/2020,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,,TRUE,1.04432E+13
9/8/2020,13005,Zwanenburg,110897,486164,1161GG,VR12,Kennemerland,1,,TRUE,1.14931E+13
9/8/2020,17066,Numansdorp,88269,415704,3281LT,VR18,Zuid-Holland-Zuid,1,,TRUE,1.166E+13
9/8/2020,17078,Zwijndrecht,99372,425252,3336LM,VR18,Zuid-Holland-Zuid,1,,TRUE,1.21107E+13
9/8/2020,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,,TRUE,1.23157E+13
9/8/2020,13044,Zwaanshoek,101777,479776,2136LR,VR13,Amsterdam-Amstelland,"0,167393501",,TRUE,1.38881E+13
9/8/2020,13044,Zwaanshoek,101777,479776,2136LR,VR16,Hollands-Midden,"0,12787853",,TRUE,1.38881E+13
9/8/2020,13044,Zwaanshoek,101777,479776,2136LR,VR12,Kennemerland,"0,704727969",,TRUE,1.38881E+13
9/8/2020,10028,Nieuwegein,133256,446219,3401RZ,VR09,Utrecht,1,,TRUE,1.46048E+13
9/8/2020,17079,Barendrecht,95042,428221,2992SC,VR17,Rotterdam-Rijnmond,1,,TRUE,1.46721E+13
9/8/2020,17044,Dordrecht,110155,425519,3313LA,VR18,Zuid-Holland-Zuid,1,,TRUE,2.02332E+13
9/8/2020,2023,Bolsward,164100,565330,8701PG,VR02,Friesland,1,,TRUE,2.81945E+13
9/9/2020,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,,TRUE,0
9/9/2020,1026,Hoogezand,247700,576900,9611CE,VR01,Groningen,1,,TRUE,0
9/9/2020,1038,Scheve Klap,260935,587450,9944VB,VR01,Groningen,1,,TRUE,0
9/9/2020,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,,TRUE,0
9/9/2020,4022,Holten,225030,473360,7451NG,VR04,IJsselland,"0,265811389",,TRUE,0
9/9/2020,4022,Holten,225030,473360,7451NG,VR05,Twente,"0,734188611",,TRUE,0
9/9/2020,7015,Lichtenvoorde,235700,446200,7131RB,VR06,Noord- en Oost-Gelderland,1,,TRUE,0
9/9/2020,7021,Olburgen,207000,451200,7225NB,VR07,Gelderland-Midden,"0,618727776",,TRUE,0
9/9/2020,7021,Olburgen,207000,451200,7225NB,VR06,Noord- en Oost-Gelderland,"0,381272224",,TRUE,0
9/9/2020,7014,Ruurlo,227110,456214,7261MH,VR06,Noord- en Oost-Gelderland,1,,TRUE,0
9/9/2020,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,,TRUE,0
9/9/2020,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,,TRUE,0
9/9/2020,9031,Beesd,140030,434280,4153BT,VR08,Gelderland-Zuid,1,,TRUE,0
9/9/2020,8019,Bennekom,173535,445450,6721ND,VR07,Gelderland-Midden,1,,TRUE,0
9/9/2020,17061,Dokhaven,91503,434572,3087EH,VR17,Rotterdam-Rijnmond,1,,TRUE,0
9/9/2020,4005,Genemuiden,200700,513300,8281PW,VR04,IJsselland,1,,TRUE,0
9/9/2020,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,,TRUE,0
9/9/2020,5023,Nijverdal,228913,487487,7443TB,VR04,IJsselland,"0,037550549",,TRUE,0
9/9/2020,5023,Nijverdal,228913,487487,7443TB,VR05,Twente,"0,962449451",,TRUE,0
9/9/2020,5022,Rijssen,232872,481806,7461JH,VR05,Twente,1,,TRUE,0
9/9/2020,25016,Nieuw-Vossemeer,74100,399000,4681SN,VR20,Midden- en West-Brabant,1,,TRUE,6.50837E+11
9/9/2020,27004,Boxtel,150900,402200,5283SC,VR21,Brabant-Noord,1,,TRUE,1.04849E+12
9/9/2020,7017,Varsseveld,228600,441200,7051GH,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.16472E+12
9/9/2020,3032,Dieverbrug,218700,540200,7984NA,VR03,Drenthe,1,,TRUE,1.2854E+12
9/9/2020,7018,Dinxperlo,229680,430250,7091HB,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.674E+12
9/9/2020,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.8463E+12
9/9/2020,25025,Halsteren,76500,393800,4661PA,VR20,Midden- en West-Brabant,1,,TRUE,2.0961E+12
9/9/2020,7002,Aalten,236500,436700,7122LA,VR06,Noord- en Oost-Gelderland,1,,TRUE,2.04071E+12
9/9/2020,25028,Dinteloord,84000,407500,4671TH,VR20,Midden- en West-Brabant,1,,TRUE,2.05038E+12
9/9/2020,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",,TRUE,3.40712E+12
9/9/2020,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",,TRUE,3.40712E+12
9/9/2020,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,,TRUE,3.65201E+12
9/9/2020,33001,Foxhol,243400,576300,9607PW,VR03,Drenthe,"0,507656316",,TRUE,3.75486E+12
9/9/2020,33001,Foxhol,243400,576300,9607PW,VR01,Groningen,"0,492343684",,TRUE,3.75486E+12
9/9/2020,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,,TRUE,3.93334E+12
9/9/2020,10008,Driebergen,146869,451529,3972EH,VR09,Utrecht,1,,TRUE,4.21906E+12
9/9/2020,9012,Geldermalsen,147300,433177,4191LA,VR08,Gelderland-Zuid,1,,TRUE,5.22184E+12
9/9/2020,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,,TRUE,5.80921E+12
9/9/2020,7023,Haarlo,237600,459600,7273PT,VR06,Noord- en Oost-Gelderland,1,,TRUE,5.8156E+12
9/9/2020,25012,Putte,85400,375600,4645GZ,VR20,Midden- en West-Brabant,1,,TRUE,6.07763E+12
9/9/2020,17077,Spijkenisse,84500,428600,3207LD,VR17,Rotterdam-Rijnmond,1,,TRUE,6.54779E+12
9/9/2020,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,,TRUE,8.35573E+12
9/9/2020,1010,Ter Apel,270200,544900,9561AL,VR01,Groningen,1,,TRUE,9.95473E+12
9/9/2020,17063,Leerdam,134400,433600,4142EG,VR09,Utrecht,1,,TRUE,1.18334E+13
9/9/2020,5019,Almelo-Vissedijk,241021,487200,7602EM,VR05,Twente,1,,TRUE,1.03078E+13
9/9/2020,25029,Willemstad,90600,411500,4797SC,VR20,Midden- en West-Brabant,1,,TRUE,1.0798E+13
9/9/2020,17070,Hoogvliet,82529,432268,3193KA,VR17,Rotterdam-Rijnmond,1,,TRUE,1.55952E+13
9/9/2020,9019,Culemborg,144653,439000,4103ND,VR08,Gelderland-Zuid,1,,TRUE,1.69961E+13
9/9/2020,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,,TRUE,2.21584E+13
9/9/2020,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,,TRUE,2.73726E+13
9/9/2020,7019,Zutphen,210116,463825,7202CM,VR06,Noord- en Oost-Gelderland,1,,TRUE,2.79266E+13
9/9/2020,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,,TRUE,4.04335E+13
9/10/2020,4017,Vollenhove,192970,520574,8325PP,VR04,IJsselland,1,,TRUE,0
9/10/2020,10021,Veenendaal,164300,450000,3959AL,VR09,Utrecht,1,,TRUE,1.32662E+12
9/10/2020,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,,TRUE,1.59778E+12
9/10/2020,10010,Soest,148900,467400,3761EH,VR09,Utrecht,1,,TRUE,1.65995E+12
9/10/2020,9025,Tiel,158131,436516,4004KG,VR08,Gelderland-Zuid,1,,TRUE,1.01394E+12
9/10/2020,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,,TRUE,3.29934E+12
9/10/2020,8005,Nijkerk,160917,471522,3861RH,VR07,Gelderland-Midden,1,,TRUE,4.61447E+12
9/10/2020,25021,Bath,75629,379539,4411SV,VR20,Midden- en West-Brabant,1,,TRUE,4.61595E+12
9/10/2020,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",,TRUE,4.70955E+12
9/10/2020,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",,TRUE,4.70955E+12
9/10/2020,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,,TRUE,4.81641E+12
9/10/2020,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,,TRUE,5.61988E+12
9/10/2020,8024,Renkum,178200,442100,6871CJ,VR07,Gelderland-Midden,1,,TRUE,6.62976E+12
9/10/2020,29002,Oijen,161967,424820,5394LW,VR21,Brabant-Noord,1,,TRUE,7.69361E+12
9/10/2020,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,,TRUE,9.39731E+12
9/10/2020,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,,TRUE,1.19375E+13
9/10/2020,17053,De Groote Zaag,100600,434600,2931LD,VR16,Hollands-Midden,"0,405761818",,TRUE,1.47484E+13
9/10/2020,17053,De Groote Zaag,100600,434600,2931LD,VR17,Rotterdam-Rijnmond,"0,594238182",,TRUE,1.47484E+13
9/10/2020,17067,Haastrecht,113600,446200,2851AW,VR16,Hollands-Midden,1,,TRUE,1.76036E+13
9/10/2020,9041,Zaltbommel,146704,425192,5301KN,VR08,Gelderland-Zuid,1,,TRUE,3.08461E+13
9/11/2020,1044,Delfzijl,259300,592300,9936HJ,VR01,Groningen,1,,TRUE,0
9/11/2020,27008,'s Hertogenbosch,147831,414700,5221CD,VR21,Brabant-Noord,1,,TRUE,0
9/11/2020,17026,Hardinxveld-Giessendam,117200,426100,3371EN,VR18,Zuid-Holland-Zuid,1,,TRUE,7.7967E+11
9/11/2020,3030,Eelde,236400,572000,9761TD,VR03,Drenthe,1,,TRUE,8.07909E+11
9/11/2020,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,,TRUE,1.29699E+12
9/11/2020,28006,Vinkel,159118,412520,5382JE,VR21,Brabant-Noord,1,,TRUE,1.35922E+12
9/11/2020,17052,Sliedrecht,114500,427000,3364BC,VR18,Zuid-Holland-Zuid,1,,TRUE,1.16103E+12
9/11/2020,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,,TRUE,2.31448E+12
9/11/2020,1011,Uithuizermeeden,244865,603300,9982EM,VR01,Groningen,1,,TRUE,3.16702E+12
9/11/2020,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",,TRUE,4.68138E+12
9/11/2020,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",,TRUE,4.68138E+12
9/11/2020,17016,Alblasserdam,105800,429300,2952AT,VR18,Zuid-Holland-Zuid,1,,TRUE,5.27559E+12
9/11/2020,17013,Papendrecht,107800,426600,3354AW,VR18,Zuid-Holland-Zuid,1,,TRUE,1.26295E+13
9/11/2020,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,,TRUE,1.33377E+13
9/11/2020,11005,Amstelveen,121063,480600,1183TN,VR13,Amsterdam-Amstelland,1,,TRUE,1.73967E+13
9/12/2020,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,,TRUE,0
9/12/2020,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,,TRUE,0
9/12/2020,5005,Tubbergen,248825,492193,7651LR,VR05,Twente,1,,TRUE,0
9/12/2020,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,,TRUE,0
9/12/2020,8023,Brummen,209700,456400,6971JE,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.21853E+12
9/12/2020,8025,Terwolde,205300,475000,7396NB,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.94318E+12
9/12/2020,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,,TRUE,2.27326E+12
9/12/2020,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,,TRUE,3.24279E+12
9/12/2020,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,,TRUE,3.3504E+12
9/12/2020,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,,TRUE,3.70169E+12
9/12/2020,5018,Ootmarsum,259958,492709,7637PG,VR05,Twente,1,,TRUE,3.75049E+12
9/12/2020,5020,Almelo-Sumpel,239299,484446,7609BZ,VR05,Twente,1,,TRUE,4.06015E+12
9/12/2020,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,,TRUE,5.06039E+12
9/12/2020,8011,Harderwijk,171615,485571,3846AV,VR07,Gelderland-Midden,"0,088236664",,TRUE,7.24169E+12
9/12/2020,8011,Harderwijk,171615,485571,3846AV,VR06,Noord- en Oost-Gelderland,"0,911763336",,TRUE,7.24169E+12
9/12/2020,8026,Hattem,199400,499900,8051KE,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.0188E+13
9/12/2020,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,,TRUE,1.83302E+13
9/13/2020,1046,Bellingwolde,274900,573000,9695XA,VR01,Groningen,1,,TRUE,0
9/13/2020,1027,Oude Pekela,264800,571136,9665BZ,VR01,Groningen,1,,TRUE,0
9/13/2020,19001,Sint Maartensdijk,63979,397049,4695PP,VR19,Zeeland,1,,TRUE,0
9/13/2020,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,,TRUE,0
9/13/2020,13034,Lisse,98792,473411,2162CN,VR16,Hollands-Midden,1,,TRUE,0
9/13/2020,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,,TRUE,0
9/13/2020,13047,Nieuwe Wetering,101950,469745,2376BE,VR16,Hollands-Midden,1,,TRUE,0
9/13/2020,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,,TRUE,0
9/13/2020,4006,Olst,204280,484839,8122EE,VR04,IJsselland,1,,TRUE,6.78467E+11
9/13/2020,20011,Willem Annapolder,54023,385562,4421RT,VR19,Zeeland,1,,TRUE,9.26212E+11
9/13/2020,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,76429746",,TRUE,9.83926E+11
9/13/2020,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,23570254",,TRUE,9.83926E+11
9/13/2020,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",,TRUE,1.34173E+12
9/13/2020,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",,TRUE,1.34173E+12
9/13/2020,19003,Tholen,74853,395274,4691RZ,VR19,Zeeland,1,,TRUE,1.47742E+12
9/13/2020,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,,TRUE,1.551E+12
9/13/2020,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,,TRUE,1.5689E+12
9/13/2020,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,,TRUE,2.00905E+12
9/12/2020,25023,Dongemond,117927,409666,4905BP,VR20,Midden- en West-Brabant,1,,TRUE,2.165E+12
9/13/2020,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,,TRUE,2.1132E+12
9/13/2020,1040,Vriescheloo,271700,565370,9699TD,VR01,Groningen,1,,TRUE,2.15849E+12
9/13/2020,9029,Aalst,137031,423217,5305TJ,VR08,Gelderland-Zuid,1,,TRUE,2.55701E+12
9/13/2020,17075,Ooltgensplaat,83750,409858,3257LW,VR17,Rotterdam-Rijnmond,1,,TRUE,3.47955E+12
9/13/2020,20009,Waarde,62300,383000,4414RH,VR19,Zeeland,1,,TRUE,3.73454E+12
9/13/2020,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,,TRUE,5.0674E+12
9/13/2020,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",,TRUE,5.35732E+12
